"Country Name","Country Code","Indicator Name","Indicator Code","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Guatemala","GTM","GDP growth, constant 2010 USD","NYGDPMKTPKDZ","","","2.33254429128","3.86663836307","2.53083795523","3.1520305128","3.26016269226","5.37973392834","6.30407214476","3.28109531186","0.52603775424","2.86948144909","4.16205100097","2.96983261616","3.69760429756","4.24975523557","3.7243361153","3.64604985067","3.54850892073","3.58217887677",
"Guinea","GIN","GDP growth, constant 2010 USD","NYGDPMKTPKDZ","","","3.65834647102","5.16460946578","1.24860125991","2.34011731265","2.9972879429","2.49672856894","1.75768235072","4.93693270869","-0.28019228632","1.93621742315","3.90876241639","3.94411130585","2.29999903988","-0.30000965155","0.43046846896","3.46978318353","3.98738638371","4.15845432883",
"Guinea-Bissau","GNB","GDP growth, constant 2010 USD","NYGDPMKTPKDZ","","","2.18890681471","-0.98517752499","0.56851017609","2.76140199048","4.27616429748","2.30975017578","3.20466877411","3.20491041065","3.31440771042","4.4320215683","9.02865578393","-2.23331771643","0.32869043312","2.54028642554","4.36656906265","4.91772192496","5.34002017564","5.33803406338",
"Guyana","GUY","GDP growth, constant 2010 USD","NYGDPMKTPKDZ","","","2.24999926221","1.05100077781","-1.00525524493","3.29392477797","-1.956911143","-5.34287889958","7.02031348482","1.97664704031","3.31862418115","4.37086939497","5.43712605338","4.81645892596","5.22162588154","3.89999999874","3.49999999872","3.80000001543","4.00000001228","4.00000001228",
"Haiti","HTI","GDP growth, constant 2010 USD","NYGDPMKTPKDZ","","","-1.04269731334","-0.26149823104","0.3624305984","-3.51133307722","1.79166097562","2.25299225534","3.34327901461","0.84394432929","3.08324768756","-5.49779233727","5.52374221112","2.88509316136","4.24793339266","2.74984735532","1.70072369555","2.51260683911","2.75695917688","3.04732705199",
"Honduras","HND","GDP growth, constant 2010 USD","NYGDPMKTPKDZ","","","2.72319327321","3.7543378612","4.54703805165","6.23230296069","6.05091726759","6.56700041314","6.18825425988","4.23186358347","-2.43187629281","3.73126947568","3.83556132786","4.12874723278","2.7914993804","3.08521533296","3.38850818558","3.37462060742","3.51641255739","3.63483858626",
"Hong Kong SAR, China","HKG","GDP growth, constant 2010 USD","NYGDPMKTPKDZ","","","0.56080276573","1.65665505985","3.05632830137","8.70009521248","7.38814313186","7.03258332311","6.46474870784","2.12786418562","-2.45911374959","6.76761055879","4.81467572426","1.7003026627","3.07217404086","2.50123909364","2.445","2.645","3.2","3.2",
"Hungary","HUN","GDP growth, constant 2010 USD","NYGDPMKTPKDZ","","","3.73511143212","4.49114713257","3.77834714879","4.78935306407","4.57561498646","3.8","0.4","0.8","-6.55103","0.7","1.80661","-1.7","1.9","3.7","2.8","2.5","2.7","3",
"Iceland","ISL","GDP growth, constant 2010 USD","NYGDPMKTPKDZ","","","3.7625170833","0.45358317243","2.74171031618","8.22032765216","5.96035802929","4.20646506778","9.49281070961","1.47878161489","-4.68117158237","-3.58866839368","1.9881208089","1.18284425957","3.89606016969","1.82666045122","4","3.2","2.9","2.8",
"India","IND","GDP growth, constant 2010 USD","NYGDPMKTPKDZ","","","4.94457333077","3.90730036955","7.94395626793","7.84899447753","9.28487261554","9.26410604419","9.80135352417","3.89090521723","8.47977285987","10.25996035428","6.63832479495","5.08140276109","6.89929747436","7.28618067938","7.3","7.8","7.9","7.9",
"Indonesia","IDN","GDP growth, constant 2010 USD","NYGDPMKTPKDZ","","","3.6434700834","4.49947388269","4.78036962895","5.03087171075","5.69257496945","5.50095099947","6.34502173162","7.44177315021","4.70176851705","6.37762568566","6.16978420771","6.03005065306","5.57921116783","5.02466495739","4.744","5.3","5.5","5.5",
"Iran, Islamic Rep.","IRN","GDP growth, constant 2010 USD","NYGDPMKTPKDZ","","","3.66967194835","7.51559815828","7.11468121679","5.08405151386","4.32336418036","6.211","6.36536","0.576","3.95","6.62945","3.75","-6.56466","-1.91584","4.343","1.9","5.8","6.7","6",
